밀원수종명,주소,경도,위도,화밀량
아까시나무,충청북도 충주시 시장길 71,127.8047239,36.97466055,264.586
아까시나무,경상북도 칠곡군 북삼로4길 27,128.342988,36.07480045,121.45
아까시나무,충청북도 충주시 매남이길 117-7,127.9767572,36.9058887,269.179
아까시나무,경상북도 칠곡군 팔공산로 28-9,128.594859,35.99681713,146.177
아까시나무,충청북도 충주시 금곡1길 41-68,127.9498269,36.99500463,130.233
아까시나무,충청북도 충주시 연원1길 30-1,127.9315746,36.98267487,75.024
아까시나무,경상북도 칠곡군 행정1길 69-8,128.3627762,35.96351631,31.226
아까시나무,충청북도 충주시 대덕길 258-2,127.7054421,37.06858937,117.983
아까시나무,충청북도 충주시 능골2길 24,127.8265381,36.96466086,17.597
아까시나무,충청북도 충주시 가신1길 37,127.7245986,37.05283881,34.7
아까시나무,경상북도 칠곡군 지천로 323,128.4956547,35.96423908,207.321
아까시나무,충청북도 충주시 엄동샘골길 33,127.7650373,36.96283858,12.92
아까시나무,경상북도 칠곡군 연호4길 7,128.5065684,35.93256859,55.175
아까시나무,충청남도 공주시 성당길 17-2,127.1275998,36.45571172,48.964
아까시나무,경상북도 칠곡군 강창1길 27-15,128.3992095,35.96165152,479.106
아까시나무,충청북도 충주시 수월2길 120,127.6569305,36.99449578,297.035
아까시나무,경상북도 칠곡군 군청4길 22-23,128.4012938,35.99865854,1298.564
아까시나무,경상북도 칠곡군 석전로10길 3-2,128.4116164,36.00186118,31.383
아까시나무,경상북도 칠곡군 행정2길 69-57,128.3806348,35.96515735,52.847
아까시나무,충청북도 충주시 두정두담길 197,127.8453164,36.93439731,98.586
아까시나무,경상북도 칠곡군 관호1길 46-1,128.3866068,36.01753903,40.639
아까시나무,충청북도 충주시 독정2길 14-1,127.8695898,36.95836081,90.623
아까시나무,충청북도 충주시 약막2길 17-8,127.9650182,36.97461989,197.197
아까시나무,충청북도 충주시 산정독정길 90-9,127.8740127,36.95199005,37.058
아까시나무,경상북도 칠곡군 영리2길 14,128.3680034,35.97486753,85.075
아까시나무,전라남도 장흥군 월평4길 28,126.9347779,34.68456233,158.528
아까시나무,충청북도 충주시 사미품무골길 90-3,127.7739411,37.10867703,236.687
아까시나무,경상북도 칠곡군 북중리2길 21-18,128.4081513,36.0779857,636.419
아까시나무,충청북도 충주시 국원초5길 13,127.9413614,36.98207329,75.024
아까시나무,경상북도 칠곡군 한티로 655,128.5949343,36.01183535,125.522
아까시나무,경상북도 칠곡군 주산로 1075,128.3769173,35.97584278,73.271
아까시나무,충청북도 충주시 주동길 127,127.7158652,37.06678663,261.884
아까시나무,경상북도 칠곡군 회동1길 32,128.403899,35.99041471,1298.564
아까시나무,경상북도 칠곡군 팔공산로 141,128.6047764,36.00008878,66.416
아까시나무,충청북도 충주시 산정안길 51-3,127.8713254,36.94893926,73.325
아까시나무,충청북도 충주시 요각골1길 11,127.9802373,36.96403523,29.798
아까시나무,전라남도 장흥군 신촌1길 30,127.0203838,34.64318398,24.358
아까시나무,경상북도 칠곡군 한티로 408,128.5887593,35.99372936,97.555
아까시나무,경상북도 칠곡군 금호로 356,128.4497118,35.96182193,177.167
아까시나무,경상북도 칠곡군 전원3길 15-6,128.4004662,35.98333431,59.948
아까시나무,충청북도 충주시 어래산길 39,127.7917882,36.95675441,24.562
아까시나무,경상북도 칠곡군 기성6길 39-5,128.6003067,36.00577395,55.133
아까시나무,충청북도 충주시 송암도장골길 35,127.6920711,36.99820307,390.835
아까시나무,충청북도 충주시 시장길 16,127.7983277,36.97439313,17.73
아까시나무,경상북도 칠곡군 구남로 398-11,128.5823485,36.01083182,216.472
아까시나무,경상북도 칠곡군 호국로 707-17,128.4455092,36.04090122,184.982
아까시나무,충청북도 충주시 지내길 15,127.7686632,37.00056244,207.449
아까시나무,충청북도 충주시 구룡로 463,127.8855844,37.07717272,49.549
아까시나무,경상북도 칠곡군 남계7길 30-4,128.3656167,36.02821109,1815.596
아까시나무,충청북도 충주시 하검단1길 31-10,127.8796679,36.97566094,133.49
아까시나무,경상북도 칠곡군 북삼로11길 50,128.3374905,36.07116067,164.132
아까시나무,충청북도 충주시 신양로 155,127.8040997,36.97450415,31.892
아까시나무,충청북도 충주시 묵동1길 13-1,127.7840482,36.95234076,273.95
아까시나무,경상북도 칠곡군 용산백계길 22-24,128.4926323,35.90229535,1601.705
아까시나무,경상북도 칠곡군 상지1길 2-1,128.4930198,35.95828522,174.719
아까시나무,충청북도 충주시 장터뒷길 10-1,127.7970368,36.97461964,11.785
아까시나무,경상북도 칠곡군 석전로10길 112-1,128.4049408,35.99639796,561.482
아까시나무,충청북도 충주시 방추2길 28,127.7246406,37.01814525,126.614
아까시나무,경상북도 칠곡군 북삼로 228-24,128.3341872,36.06190204,393.882
아까시나무,경상북도 칠곡군 연호2길 56-24,128.5033161,35.93230832,113.275
아까시나무,충청북도 충주시 능골2길 31,127.826134,36.96417209,42.138
아까시나무,충청북도 충주시 가춘리길 151,127.9343463,37.13315455,324.463
아까시나무,충청북도 충주시 성지길 80,127.7828362,36.9434011,131.308
아까시나무,충청북도 충주시 충열4길 9,127.9038459,36.94950423,15.645
아까시나무,충청북도 충주시 월악로 53-52,127.9864453,36.90135166,70.105
아까시나무,경상북도 칠곡군 오솔1길 17-8,128.4311219,35.98890474,87.392
아까시나무,경상북도 칠곡군 송산6길 6,128.5468911,35.98654289,119.216
아까시나무,충청남도 공주시 산성시장2길 29,127.1236408,36.45711946,70.563
아까시나무,경상북도 칠곡군 남원로4길 77-3,128.5822357,36.01932401,97.555
아까시나무,경상북도 칠곡군 중앙로 229-2,128.3989539,35.99549095,478.063
아까시나무,경상북도 칠곡군 금암동석2길 12,128.5546078,35.98785918,65.79
아까시나무,충청북도 충주시 독정3길 6-1,127.8703062,36.95781934,24.793
아까시나무,경상북도 칠곡군 금암동석2길 5-6,128.554155,35.98785272,176.532
아까시나무,경상북도 칠곡군 강진1길 127,128.330757,36.06753769,0.011
아까시나무,경상북도 칠곡군 학산1길 58,128.4985925,36.05324853,193.023
아까시나무,충청북도 충주시 진의실길 31,127.9879654,36.9601356,145.33
아까시나무,충청북도 충주시 성남1길 14-9,127.9350403,36.96872878,68.102
아까시나무,충청북도 충주시 주동길 59-11,127.7132226,37.06249363,40.471
아까시나무,충청북도 충주시 호암토성7길 12,127.9320059,36.95361991,22.238
아까시나무,경상북도 칠곡군 평복3길 27,128.3672244,35.9931117,375.456
아까시나무,경상북도 칠곡군 낙산로5길 125,128.512595,35.93602549,134.141
아까시나무,경상북도 칠곡군 칠곡대로 1771-1,128.4253968,35.9819421,108.645
아까시나무,충청북도 충주시 남산1길 29-78,127.952327,36.96315229,23.752
아까시나무,경상북도 칠곡군 서중리3길 17-6,128.4023446,36.07696674,201.792
아까시나무,충청남도 공주시 옥룡1길 7-13,127.1311312,36.45505561,48.964
아까시나무,충청북도 충주시 하너미로 567-24,127.7487846,37.08902312,231.749
아까시나무,충청북도 충주시 예성로 29,127.9296977,36.96111949,62.6
아까시나무,충청북도 충주시 어래산길 57,127.790629,36.95564916,100.897
아까시나무,경상북도 칠곡군 용산로 85-8,128.5000363,35.90441432,148.709
아까시나무,경상북도 칠곡군 영오덕천길 65-18,128.4853192,35.93562864,33.886
아까시나무,충청북도 충주시 곧은터길 29,127.7125805,37.05252223,231.277
아까시나무,경상북도 칠곡군 칠곡대로 489,128.3507399,36.04363239,208.038
아까시나무,충청북도 충주시 중원대로 4182,127.8422215,36.96607638,46.738
아까시나무,경상북도 칠곡군 노석2길 33-9,128.3807178,35.95446057,325.719
아까시나무,충청북도 충주시 발티길 66,127.9573083,36.93991607,31.873
아까시나무,경상북도 칠곡군 석전로16길 53,128.4200891,36.00420246,561.482
아까시나무,경상북도 칠곡군 기성7길 34,128.6065351,36.0024602,58.566
아까시나무,경상북도 칠곡군 관호7길 2,128.387702,36.00584217,198.11
아까시나무,충청북도 충주시 발티길 30-19,127.9549275,36.94011957,101.307
아까시나무,충청남도 공주시 산성시장1길 32,127.123357,36.4571513,48.964
아까시나무,경상북도 칠곡군 행정2길 140-3,128.3730496,35.96422878,410.55
아까시나무,경상북도 칠곡군 오율로 60-2,128.3497336,36.05682867,117.043
아까시나무,충청북도 충주시 청미길 49,127.7906498,36.96011733,17.166
아까시나무,경상북도 칠곡군 중앙로10길 33,128.3958522,35.98984229,478.063
아까시나무,경상북도 칠곡군 인평9길 17,128.33708,36.06361244,121.45
아까시나무,충청북도 충주시 김생로 1709-10,127.9072055,37.06663319,81.295
아까시나무,경상북도 칠곡군 기성1길 34,128.5951869,36.01029956,214.074
아까시나무,경상북도 칠곡군 신동로7길 30-3,128.486892,35.95614706,162.663
아까시나무,충청북도 충주시 요골길 35,127.6995365,37.04604556,43.6
아까시나무,충청북도 충주시 노곡길 46-13,127.9131215,37.06995195,81.295
아까시나무,충청북도 충주시 호암대로 131,127.9398857,36.95796098,189.854
아까시나무,충청북도 충주시 갈치3길 16,127.7466149,37.12183401,202.967
아까시나무,경상북도 칠곡군 보손4길 20,128.3145047,36.05381618,171.521
아까시나무,충청남도 공주시 무령로 212,127.1233895,36.45649122,48.964
아까시나무,충청북도 충주시 달개1길 29-9,127.7542248,37.11134713,70.148
아까시나무,충청북도 충주시 신덕로 1329,127.792683,36.97638431,19.777
아까시나무,충청북도 충주시 대소원1길 20,127.8167711,36.9770833,4.207
아까시나무,경상북도 칠곡군 백송로 774,128.5479056,35.98530149,96.315
아까시나무,경상북도 칠곡군 교6길 88,128.3604129,36.04820072,117.043
아까시나무,충청북도 충주시 쇠실로 666-18,127.8120971,36.94543672,0.81
아까시나무,충청북도 충주시 청미길 33,127.7893887,36.96069994,19.777
아까시나무,경상북도 칠곡군 숭산로 268,128.3217805,36.07681757,121.748
아까시나무,경상북도 칠곡군 연호2길 96,128.5018002,35.93018457,124.808
아까시나무,경상북도 칠곡군 낙산로5길 41-17,128.515116,35.93158149,123.795
아까시나무,충청북도 충주시 이안2길 23,127.8294974,36.97958343,17.73
아까시나무,충청북도 충주시 직마리재길 11-5,128.0178809,36.86514121,433.124
아까시나무,충청북도 충주시 장성마을길 10,127.8359952,36.96430833,53.648
아까시나무,충청남도 공주시 영규대사로 101-25,127.1364389,36.32701009,456.323
아까시나무,경상북도 칠곡군 신동로7길 30-6,128.4872825,35.95631711,188.646
아까시나무,충청남도 공주시 또래미길 6-7,127.1313692,36.32007516,456.323
아까시나무,경상북도 칠곡군 송산5길 46-8,128.5417805,35.99341327,96.315
아까시나무,경상북도 칠곡군 오율로 275,128.3716811,36.05538847,128.546
아까시나무,경상북도 칠곡군 남원로 49-11,128.5522721,36.02459344,176.843
아까시나무,충청북도 충주시 소가주1길 105,127.8838288,36.93894442,47.425
아까시나무,충청북도 충주시 창현로 1153,127.8749067,36.94381092,46.656
아까시나무,충청북도 충주시 창동길 26-4,127.876874,36.99502523,28.9
아까시나무,충청북도 충주시 대가미8길 11-1,127.9258251,36.97826495,55.802
아까시나무,충청북도 충주시 대창길 129,127.7575456,36.96572123,300.711
아까시나무,경상북도 칠곡군 한티로 675,128.5953036,36.0126353,73.162
아까시나무,경상북도 칠곡군 석전로3길 10-4,128.4043015,35.99799411,31.383
아까시나무,경상북도 칠곡군 한티로 1-18,128.5567522,35.9824359,634.238
아까시나무,경상북도 칠곡군 한솔2길 56,128.3518288,35.97403388,240.583
아까시나무,충청북도 충주시 궁평길 35,127.7633684,37.1086243,88.587
아까시나무,경상북도 칠곡군 금암중앙길 119,128.5534645,35.98942827,208.228
아까시나무,충청남도 공주시 공주대학로 94-23,127.1392909,36.47323259,40.573
아까시나무,경상북도 칠곡군 남계10길 188,128.3272845,36.02595097,411.545
아까시나무,경상북도 칠곡군 신동로2길 55,128.4794053,35.96098065,33.555
아까시나무,충청북도 충주시 번영대로 234,127.9436316,36.98687004,167.454
아까시나무,경상북도 칠곡군 2번도로길 22-15,128.3985899,35.98951001,31.383
아까시나무,충청북도 충주시 원호암1길 27,127.9394339,36.95634252,194.539
아까시나무,충청남도 공주시 신달길 47-34,126.9778799,36.6001938,84.113
아까시나무,충청북도 충주시 중산신촌길 119-5,127.9972065,36.88521324,168.44
아까시나무,경상북도 칠곡군 낙산로1길 54,128.5328151,35.93755363,88.509
아까시나무,경상북도 칠곡군 상납1길 41-5,128.5035067,35.91810473,216.335
